sep=,
Data Mastering,Country,Region,Block,Prospect,Field Name,Well Name,UBHI,Wellbore Name,Wellbore Common Name,Current Operator,Original Operator,Well Existence,Wellbore Situation,Start Date,Spud Date,Spud Year,Completion Date,Abandon Date,TD Date,Water Depth [m],Ground Elevation [m],Total Depth [m],TVDDF [m],TVDSS [m],Reference Point (for TD),DF Elevation [m],KB Elevation [m],RT Elevation [m],Original Vertical Measurement Unit,Phase,Preferred Name,Wellbore Classification,Current Status,Hydrocarbon Type,Trajectory Shape,Top Latitude,Top Longitude,QC Status,Resource Security Classification,App Readiness,Default Vertical Measurement ID,Definitive Trajectory ID
Master,Malaysia,SK,SK407,,WEST LUTONG,WEST LUTONG-B16,1000005826,WEST LUTONG-B16,WEST LUTONG-B16,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,13-5-1971,1971,21-6-1971,,,27.43,,1821.18,,1799.84,DF,28.35,,,foot,Develop,MYSLTGW-B016,[petronas-osdu:reference-data--FacilityStateType:Producer:],Unknown,,,4.507405,113.918294,High,INTERNAL USE,true,MSL,WEST LUTONG-B16 - Trajectory - 274808870
Master,Malaysia,SK,BALINGIAN,,TEMANA,TEMANA-CC60,1000005659,TEMANA-CC60,TEMANA-CC60,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,13-11-1990,1990,22-12-1990,,,26.21,,1279.55,,1219.20,DF,28.35,,,foot,Develop,MYSTMNACC060,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,Deviated,3.238293,112.696164,High,INTERNAL USE,true,MSL,TEMANA-CC60 - Trajectory - 274808042
Master,Malaysia,SB,NORTH SABAH,,SOUTH FURIOUS,SOUTH FURIOUS-509,1000013183,SOUTH FURIOUS-509,SOUTH FURIOUS-509,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,02-3-2012,2012,24-5-2012,,15-5-2012,59.13,,2617.62,1321.00,1280.16,RT,,,40.84,foot,Develop,MYSFRSS00509,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Completed,,Deviated,6.768671,116.199322,High,INTERNAL USE,true,MSL,SOUTH FURIOUS-509 - Trajectory - 269228671
Master,Malaysia,SB,SB409,,GORDON,GORDON-1,1000002940,GORDON-1,GORDON-1,PETRONAS,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,16-5-1967,1967,02-5-1967,19-6-1967,,28.65,,2912.67,,,DF,27.18,,,foot,Explore,MYSGRDN00001,[petronas-osdu:reference-data--FacilityStateType:Wildcat:],"P&A, gas show",,,5.594619,115.240977,High,INTERNAL USE,true,MSL,GORDON-1 - Trajectory - 274775120
Master,Malaysia,SB,NORTH SABAH,,SOUTH FURIOUS,SOUTH FURIOUS-508,1000013182,SOUTH FURIOUS-508,SOUTH FURIOUS-508,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,17-3-2012,2012,25-1-2012,20-3-2012,17-3-2012,59.13,,2152.19,,,RT,,,40.84,foot,Develop,MYSFRSS00508,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"P&A, unknown",,Deviated,6.768671,116.199319,High,INTERNAL USE,true,MSL,SOUTH FURIOUS-508 - Trajectory - 269228665
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-A108,1000002829,ERB WEST-A108,ERB WEST-A108,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,21-4-1982,1982,,,,60.66,,3048.00,678.84,2194.56,DF,28.35,,,foot,Develop,MYSERBW-A108,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Unknown,,,6.345572,115.657324,High,INTERNAL USE,true,MSL,ERB WEST-A108 - Trajectory - 274774448
Master,Malaysia,SB,NORTH SABAH,,SOUTH FURIOUS,SOUTH FURIOUS-B43,1000003639,SOUTH FURIOUS-B43,SOUTH FURIOUS-B43,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,26-8-2007,2007,28-8-2007,,,54.86,,1682.19,510.51,1453.89,DF,35.33,,,foot,Develop,MYSFRSS-B043,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Unknown,,Deviated,6.779962,116.199034,High,INTERNAL USE,true,MSL,SOUTH FURIOUS-B43 - Trajectory - 269227723
Master,Malaysia,SB,NORTH SABAH,,SOUTH FURIOUS,SOUTH FURIOUS-A23,1000003606,SOUTH FURIOUS-A23,SOUTH FURIOUS-A23,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,19-1-1981,1981,22-4-1981,,16-2-1981,49.07,,1713.59,1552.83,1524.49,DF,28.35,,,foot,Develop,MYSFRSS-A023,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"Drilled, oil producer",,Deviated,6.776602,116.229107,High,INTERNAL USE,true,MSL,SOUTH FURIOUS-A23 - Trajectory - 269227561
Master,Malaysia,SB,G,,MALIKAI,MALIKAI-104,1000013463,MALIKAI-104,MALIKAI-104,SABAH SHELL PETROLEUM COMPANY LIMITED,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,19-2-2017,2017,30-5-2017,,06-4-2017,486.92,,1644.70,1554.57,,RT,,,45.42,foot,Develop,1000013463,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Completed,,Deviated,6.348533,115.104768,High,INTERNAL USE,true,MSL,
Master,Malaysia,SB,NORTH SABAH,,BARTON,BARTON-3,1000002722,BARTON-3,BARTON-3,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,03-3-1976,1976,,06-4-1976,,37.49,,1513.64,458.78,454.97,DF,12.50,,,foot,Explore,MYSBATN00003,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"P&A, unknown",,,6.832811,116.344268,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,MLNG DUA,,G7,G7-1,1000004855,G7-1,G7-1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,11-10-1970,1970,,11-11-1970,,71.63,,1629.16,,,DF,34.14,,,foot,Explore,MYSG7--00001,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"P&A, unknown",,,4.974976,111.949514,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,BALINGIAN,,TEMANA,TEMANA-E28,1000005664,TEMANA-E28S1,TEMANA-E28S1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,03-9-1981,1981,17-9-1982,,,25.30,,986.33,,,DF,24.38,,,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Unknown,,,3.242769,112.718321,High,INTERNAL USE,true,MSL,TEMANA-E28S1 - Trajectory - 274808066
Master,Malaysia,SB,SAMARANG,,SAMARANG,SAMARANG-F97,1000011559,SAMARANG-F97,SAMARANG-F97,PETRONAS CARIGALI SDN. BHD.,PETRONAS CARIGALI SDN. BHD.,Actual,Offshore,08-8-2011,08-8-2011,2011,05-10-2011,,19-8-2011,10.06,,1696.21,1449.32,1415.80,RT,,,33.53,foot,Develop,MYSSMRG-F097,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Completed,,Deviated,5.603338,114.876566,High,INTERNAL USE,true,MSL,SAMARANG-F97 - Trajectory - 272756405
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-B214,1000013088,ERB WEST-B214ST1,ERB WEST-B214ST1,PETRONAS CARIGALI SDN. BHD.,PETRONAS CARIGALI SDN. BHD.,Actual,Offshore,,16-10-2010,2010,,,07-4-2011,64.01,,3974.90,2107.17,2074.77,RT,,,32.40,foot,Develop,MYSERBW-B214,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Plugged and sidetracked,,Deviated,6.350367,115.684828,High,INTERNAL USE,true,MSL,ERB WEST-B214ST1 - Trajectory - 274775030
Master,Malaysia,SK,SK407,,BARAM,BARAM-B40,1000003994,BARAM-B40,BARAM-B40,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,23-2-1974,1974,01-6-1974,,,61.57,,3567.68,841.33,819.38,DF,21.95,,,foot,Develop,MYSBARM-B040,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Completed,,,4.673144,113.856610,High,INTERNAL USE,true,MSL,BARAM-B40 - Trajectory - 275354824
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-A127,1000002890,ERB WEST-A127,ERB WEST-A127,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,13-4-1991,1991,22-9-1991,,,61.87,,3048.00,,,DF,28.65,,,foot,Develop,MYSERBW-A127,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Completed,,Deviated,6.345588,115.657332,High,INTERNAL USE,true,MSL,ERB WEST-A127 - Trajectory - 274774820
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-A105,1000002820,ERB WEST-A105,ERB WEST-A105,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,08-12-1981,1981,07-2-1982,,,60.66,,2839.21,2191.21,2162.86,DF,28.35,,,foot,Develop,MYSERBW-A105,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Completed,,Deviated,6.345555,115.657358,High,INTERNAL USE,true,MSL,ERB WEST-A105 - Trajectory - 274774406
Master,Malaysia,SB,G,,MALIKAI,MALIKAI-119,1000031594,MALIKAI-119R1,MALIKAI-119R1,SABAH SHELL PETROLEUM COMPANY LIMITED,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,23-11-2020,2020,,,,486.16,,1977.85,1470.44,,RT,45.42,,45.42,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"P&A, unknown",,Deviated,6.348293,115.104850,High,INTERNAL USE,true,MSL,MALIKAI-119R1 - Trajectory - 316691435
Master,Malaysia,SK,MLNG DUA,,LAILA,LAILA-A102,1000013018,LAILA-A102,LAILA-A102,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,05-6-2014,05-4-2014,2014,05-10-2014,,31-8-2014,76.99,,3810.30,2604.82,3150.11,RT,,42.98,42.96,foot,Develop,MYSLAIL-A102,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Unknown,,,4.642532,113.620444,High,INTERNAL USE,true,MSL,LAILA-A102 - Trajectory - 271858478
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-B204,1000002907,ERB WEST-B204,ERB WEST-B204,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,23-11-1989,23-11-1989,1989,11-6-1990,,,63.86,,2651.76,697.24,669.50,DF,27.74,,,foot,Develop,MYSERBW-B204,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Suspended, unknown",,Horizontal,6.350348,115.684817,High,INTERNAL USE,true,MSL,ERB WEST-B204 - Trajectory - 274774922
Master,Malaysia,PM,PM3CAA,,BUNGA RAYA,BUNGA RAYA-2,1000000498,BUNGA RAYA-2,BUNGA RAYA-2,SEA HIBISCUS SDN BHD,IPC MALAYSIA B.V.,Actual,Offshore,10-5-1996,05-5-1996,1996,21-5-1996,18-6-1996,21-5-1996,55.78,,2761.49,2635.18,2613.05,KB,,21.95,,foot,Explore,MYSBRAY00002,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"P&A, unknown",,,6.961506,104.174354,High,INTERNAL USE,true,MSL,BUNGA RAYA-2 - Trajectory - 272107313
Master,Malaysia,PM,PM302,,BERGADING,BERGADING-D2,1000015374,BERGADING-D2,BERGADING-D2,HESS EXPLORATION AND PRODUCTION MALAYSIA B.V.,HESS EXPLORATION AND PRODUCTION MALAYSIA B.V.,Actual,Offshore,15-3-2016,15-3-2016,2016,09-6-2016,,01-6-2016,54.01,,3541.17,1200.70,1161.29,KB,40.78,39.41,,foot,Develop,1000015374,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Unknown,,,7.080678,103.450683,High,INTERNAL USE,true,MSL,BERGADING-D2 - Trajectory - 272108789
Master,Malaysia,SK,"D35, D21 & J4",,D35,D35-A111,1000004555,D35-A111,D35-A111,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,24-2-1996,1996,24-2-1996,,02-3-1996,47.24,,1918.72,1713.28,,DF,31.39,,,foot,Develop,MYSD35--A111,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,,3.762620,112.065932,High,INTERNAL USE,true,MSL,D35-A111 - Trajectory - 272405915
Master,Malaysia,SK,"D35, D21 & J4",,D35,D35-5,1000004536,D35-5,D35-5,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,13-8-1986,1986,,21-9-1986,,48.16,,2303.68,,2275.94,DF,27.74,,,foot,Explore,MYSD35-00005,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"P&A, unknown",,,3.795370,112.091328,High,INTERNAL USE,true,MSL,D35-5 - Trajectory - 272380995
Master,Malaysia,PM,2008 PSC,,GUNTONG,GUNTONG-4(GUNTONG-4A),1000000951,GUNTONG-4(GUNTONG-4A),GUNTONG-4(GUNTONG-4A),EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,Actual,Offshore,,04-7-1978,1978,12-8-1978,11-8-1978,,64.31,,2453.64,,,KB,,11.58,,foot,Explore,MYSGUNT00004,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"P&A, oil and gas show",,,5.630844,105.028960,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,2011 BARAM DELTA EOR,,BOKOR,BOKOR-C308,1000004430,BOKOR-C308S1,BOKOR-C308S1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,25-9-1988,1988,,,,64.31,,996.70,,,DF,26.82,,,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Unknown,,Deviated,4.546694,113.629540,High,INTERNAL USE,true,MSL,BOKOR-C308S1 - Trajectory - 272380605
Master,Malaysia,SK,"D35, D21 & J4",,D35,D35-C306,1000004604,D35-C306,D35-C306,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,08-7-1999,1999,,,26-7-1999,49.99,,2253.39,1717.85,,RT,,,29.87,foot,Develop,MYSD35--C306,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Plugged and sidetracked,,,3.792702,112.045412,High,INTERNAL USE,true,MSL,D35-C306 - Trajectory - 272406209
Master,Malaysia,SK,MLNG DUA,,M3,M3-A106,1000005107,M3-A106S2,M3-A106S2,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,,,,,,115.82,,3048.00,,,DF,32.31,,,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, gas producer",,,5.146062,111.821507,High,INTERNAL USE,true,MSL,
Master,Malaysia,PM,2008 PSC,,TAPIS,TAPIS-B1,1000002437,TAPIS-B1,TAPIS-B1,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,Actual,Offshore,,16-11-1978,1978,16-1-1979,,,64.31,,1919.02,1861.11,556.77,KB,,34.44,,foot,Develop,MYSTAIS-B001,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,,5.529023,104.988986,High,INTERNAL USE,true,MSL,TAPIS-B1 - Trajectory - 275973429
Master,Malaysia,SK,"D35, D21 & J4",,D35,D35-C304,1000004600,D35-C304S1,D35-C304S1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,23-8-1999,1999,,,26-8-1999,49.99,,2390.24,1520.95,,RT,,,29.87,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Plugged and sidetracked,,,3.792731,112.045366,High,INTERNAL USE,true,MSL,D35-C304S1 - Trajectory - 272406185
Master,Malaysia,SK,BALINGIAN,,D18,D18-C308,1000004507,D18-C308,D18-C308,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,25-7-1991,20-7-1991,1991,02-10-1991,,,35.97,,550.77,304.80,,DF,35.66,,,foot,Develop,MYSD18--C308,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,,3.611965,112.382232,High,INTERNAL USE,true,MSL,D18-C308 - Trajectory - 272380899
Master,Malaysia,PM,PM9,,BEKOK,BEKOK-8,1000000181,BEKOK-8,BEKOK-8,PETRONAS CARIGALI SDN. BHD.,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,Actual,Offshore,,08-9-1980,1980,06-10-1980,31-10-1980,,72.54,,2375.61,,2356.10,KB,,19.51,,foot,Explore,MYSBEKK00008,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"P&A, oil and gas show",,,5.393619,105.202135,High,INTERNAL USE,true,MSL,
Master,Malaysia,PM,PM6&PM12,,DUYONG,DUYONG-2,1000000872,DUYONG-2,DUYONG-2,PETRONAS CARIGALI SDN. BHD.,CONTINENTAL OIL COMPANY OF MALAYSIA,Actual,Offshore,,21-1-1974,1974,06-3-1974,,06-3-1974,76.20,,2528.01,2528.01,2517.04,KB,,10.97,,foot,Explore,MYSDYNG00002,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"P&A, unknown",,,4.939784,105.234750,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,"D35, D21 & J4",,D21,D21-A8,1000020573,D21-A8,D21-A8,PETRONAS CARIGALI SDN. BHD.,PETRONAS CARIGALI SDN. BHD.,Actual,Offshore,,28-6-2017,2017,,,,50.60,,2998.32,2175.66,,RT,,,45.72,foot,Develop,1000020573,[petronas-osdu:reference-data--FacilityStateType:Producer:],"Drilled, oil producer",,Deviated,3.831376,112.161794,High,INTERNAL USE,true,MSL,D21-A8 - Trajectory - 272381403
Master,Malaysia,SB,G,,MALIKAI,MALIKAI-108,1000031593,MALIKAI-108,MALIKAI-108,SABAH SHELL PETROLEUM COMPANY LIMITED,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,20-11-2020,2020,05-5-2021,,29-3-2021,486.31,,3345.79,1564.28,,RT,,45.42,45.42,foot,Develop,,[petronas-osdu:reference-data--FacilityStateType:Injector:],Water injection,,Deviated,6.348382,115.104772,High,INTERNAL USE,true,MSL,MALIKAI-108 - Trajectory - 316691405
Master,Malaysia,SK,MLNG,,F6,F6-A120,1000004826,F6-A120,F6-A120,SARAWAK SHELL BERHAD,SARAWAK SHELL BERHAD,Actual,Offshore,,05-2-1987,1987,09-4-1987,,,85.65,,1723.34,407.94,1303.32,DF,35.05,,,foot,Develop,MYSF6---A120,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Plugged and sidetracked,,,4.637642,112.304571,High,INTERNAL USE,true,MSL,F6-A120 - Trajectory - 272407073
Master,Malaysia,SK,WL4-00,,L5,L5-1,1000005049,L5-1,L5-1,CONOCOPHILLIPS SARAWAK LIMITED,SARAWAK SHELL BERHAD,Actual,Offshore,,12-11-1980,1980,15-1-1981,,,82.60,,3131.52,,,DF,16.76,,,foot,Explore,MYSL5--00001,[petronas-osdu:reference-data--FacilityStateType:Wildcat:],Unknown,,,4.544312,111.767833,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,SK8,,JINTAN,JINTAN-A111,1000004995,JINTAN-A111,JINTAN-A111,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,01-3-2003,2003,22-3-2003,,11-4-2003,129.24,,1482.55,,,RT,,,35.36,foot,Develop,MYSJINT-A111,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Suspended, unknown",,,5.313255,111.891465,High,INTERNAL USE,true,MSL,JINTAN-A111 - Trajectory - 271858028
Master,Malaysia,PM,2008 PSC,,TAPIS,TAPIS-C21,1000002481,TAPIS-C21,TAPIS-C21,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,EXXONMOBIL EXPLORATION AND PRODUCTION MALAYSIA INC.,Actual,Offshore,,23-3-1981,1981,15-4-1981,,08-4-1981,65.53,,2940.71,2058.31,617.34,KB,,32.61,,foot,Develop,MYSTAIS-C021,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,,5.519681,105.051069,High,INTERNAL USE,true,MSL,TAPIS-C21 - Trajectory - 275973681
Master,Malaysia,SK,SK418,,G5,G5-1,1000004854,G5-1,G5-1,PETRONAS,SARAWAK SHELL BERHAD,Actual,Offshore,,08-5-1970,1970,,21-5-1970,,112.47,,1289.30,,,DF,12.19,,,foot,Explore,MYSG5--00001,[petronas-osdu:reference-data--FacilityStateType:Wildcat:],"P&A, unknown",,,5.091025,112.821455,High,INTERNAL USE,true,MSL,
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-A124,1000002885,ERB WEST-A124S3,ERB WEST-A124S3,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,08-9-2013,17-9-2013,2013,21-11-2013,,08-11-2013,61.87,,3048.00,639.92,629.79,RT,,,10.13,foot,Develop,MYSERBW-A124,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,Horizontal,6.345572,115.657366,High,INTERNAL USE,true,MSL,ERB WEST-A124S3 - Trajectory - 274774784
Master,Malaysia,SK,MLNG,,F6,F6-A108,1000004814,F6-A108,F6-A108,SARAWAK SHELL BERHAD,SARAWAK SHELL BERHAD,Actual,Offshore,,02-9-1986,1986,30-12-1986,23-9-1986,,85.65,,1603.86,1483.46,,DF,35.05,,,foot,Develop,MYSF6---A108,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],"Drilled, gas producer",,,4.637792,112.304638,High,INTERNAL USE,true,MSL,
Master,Malaysia,SK,2011 BARAM DELTA EOR,,TUKAU TIMUR,TUKAU TIMUR WEST-1,1000005713,TUKAU TIMUR WEST-1,TUKAU TIMUR WEST-1,PETRONAS CARIGALI SDN. BHD.,PETRONAS CARIGALI SDN. BHD.,Actual,Offshore,28-12-2008,10-1-2009,2009,17-4-2009,17-4-2009,,45.11,,4019.40,4019.40,3983.43,RT,33.22,,33.22,foot,Explore,MYSTUTW00001,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Unknown,,Vertical,4.431979,113.784680,High,INTERNAL USE,true,MSL,TUKAU TIMUR WEST-1 - Trajectory - 274808288
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-4,1000002802,ERB WEST-4,ERB WEST-4,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,17-4-1973,1973,,14-5-1973,,76.81,,2401.21,,,DF,34.14,,,foot,Explore,MYSERBW00004,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"P&A, unknown",,,6.321893,115.644112,High,INTERNAL USE,true,MSL,ERB WEST-4 - Trajectory - 274774316
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-A110,1000002831,ERB WEST-A110,ERB WEST-A110,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,23-6-1982,1982,27-8-1982,,01-8-1982,60.66,,393.19,,,DF,27.74,,,foot,Develop,MYSERBW-A110,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Completed,,Deviated,6.345515,115.657316,High,INTERNAL USE,true,MSL,ERB WEST-A110 - Trajectory - 274774460
Master,Malaysia,SK,BALINGIAN,,TEMANA,TEMANA-A22,1000005636,TEMANA-A22,TEMANA-A22,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,08-2-1980,1980,16-3-1980,,,26.52,,1438.66,,1415.80,DF,22.86,,,foot,Develop,MYSTMNA-A022,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,Deviated,3.237302,112.713810,High,INTERNAL USE,true,MSL,TEMANA-A22 - Trajectory - 274807904
Master,Malaysia,SB,SAMARANG,,SAMARANG,SAMARANG-2,1000003365,SAMARANG-2,SAMARANG-2,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,06-1-1974,1974,,01-2-1974,,8.53,,2590.80,,,DF,20.42,,,foot,Explore,MYSSMRG00002,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Unknown,,,5.607003,114.888181,High,INTERNAL USE,true,MSL,
Master,Malaysia,SB,SAMARANG,,ERB WEST,ERB WEST-B216,1000002929,ERB WEST-B216,ERB WEST-B216,PETRONAS CARIGALI SDN. BHD.,PETRONAS CARIGALI SDN. BHD.,Actual,Offshore,23-10-2010,23-10-2010,2010,20-5-2011,,30-12-2010,64.01,,4103.22,2169.41,,RT,,,32.40,foot,Develop,MYSERBW-B216,[petronas-osdu:reference-data--FacilityStateType:Unknown:],Plugged and sidetracked,,Deviated,6.350389,115.684790,High,INTERNAL USE,true,MSL,ERB WEST-B216 - Trajectory - 274775054
Master,Malaysia,SB,SAMARANG,,SAMARANG,SAMARANG-F83,1000003497,SAMARANG-F83,SAMARANG-F83,PETRONAS CARIGALI SDN. BHD.,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,19-5-1987,1987,21-7-1987,,01-6-1987,9.75,,2276.25,2071.75,1971.65,DF,30.48,,,foot,Develop,MYSSMRG-F083,[petronas-osdu:reference-data--FacilityStateType:Appraisal:],Completed,,Deviated,5.603304,114.876707,High,INTERNAL USE,true,MSL,SAMARANG-F83 - Trajectory - 272756285
Master,Malaysia,SK,SK407,,FARIDAH,FARIDAH-1,1000004843,FARIDAH-1,FARIDAH-1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,16-3-1978,1978,13-4-1978,21-4-1978,,62.18,,3276.60,,2255.52,RT,33.83,,33.83,foot,Explore,MYSFRDH00001,[petronas-osdu:reference-data--FacilityStateType:Wildcat:],"P&A, unknown",,,4.753364,113.920703,High,INTERNAL USE,true,MSL,
Master,Malaysia,SB,NORTH SABAH,,SAINT JOSEPH,SAINT JOSEPH-B207,1000003293,SAINT JOSEPH-B207,SAINT JOSEPH-B207,SEA HIBISCUS SDN BHD,SABAH SHELL PETROLEUM COMPANY LIMITED,Actual,Offshore,,15-8-1990,1990,26-9-1990,,18-8-1990,29.57,,954.02,,883.92,DF,35.05,,,foot,Develop,MYSSTJO-B207,[petronas-osdu:reference-data--FacilityStateType:Unknown:],"Drilled, oil producer",,Deviated,6.625513,116.130326,High,INTERNAL USE,true,MSL,SAINT JOSEPH-B207 - Trajectory - 272755211
Master,Malaysia,SK,"D35, D21 & J4",,D35,D35-1,1000004531,D35-1,D35-1,PETRONAS CARIGALI SDN. BHD.,SARAWAK SHELL BERHAD,Actual,Offshore,,28-9-1983,1983,,07-5-1984,,43.89,,3060.19,,,DF,11.28,,,foot,Explore,MYSD35-00001,[petronas-osdu:reference-data--FacilityStateType:Wildcat:],"P&A, unknown",,,3.765018,112.089728,High,INTERNAL USE,false,CD,D35-1 - Trajectory - 272380965
